master_list_code	master_list_celltype	master_list_code_combined	Cell type/tissue	source	experiment	URL	comments
DS16841	fThymus	fThymus-DS16841	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS16841	fThymus	fThymus-DS16841	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19867	fSkin_fibro_bicep_L	fSkin_fibro_bicep_L-DS19867	Fibroblasts_Fetal_Skin_Biceps_Left	ROADMAP	ChromatinAccessibility		
DS17323	fThymus	fThymus-DS17323	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS17323	fThymus	fThymus-DS17323	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS17323	fThymus	fThymus-DS17323	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19745	fSkin_fibro_bicep_R	fSkin_fibro_bicep_R-DS19745	Fibroblasts_Fetal_Skin_Biceps_Right	ROADMAP	ChromatinAccessibility		
DS17474	fThymus	fThymus-DS17474	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS17474	fThymus	fThymus-DS17474	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS17474	fThymus	fThymus-DS17474	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19761	fSkin_fibro_bicep_R	fSkin_fibro_bicep_R-DS19761	Fibroblasts_Fetal_Skin_Biceps_Right	ROADMAP	ChromatinAccessibility		
DS17875	fThymus	fThymus-DS17875	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS17875	fThymus	fThymus-DS17875	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS17875	fThymus	fThymus-DS17875	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS20046	fSkin_fibro_leg_L_quad	fSkin_fibro_leg_L_quad-DS20046	Fibroblasts_Fetal_Skin_Quadriceps_Left	ROADMAP	ChromatinAccessibility		
DS17876	fThymus	fThymus-DS17876	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS17876	fThymus	fThymus-DS17876	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS17876	fThymus	fThymus-DS17876	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS20056	fSkin_fibro_leg_L_quad	fSkin_fibro_leg_L_quad-DS20056	Fibroblasts_Fetal_Skin_Quadriceps_Left	ROADMAP	ChromatinAccessibility		
DS18382	fThymus	fThymus-DS18382	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS18382	fThymus	fThymus-DS18382	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS18382	fThymus	fThymus-DS18382	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19943	fSkin_fibro_leg_R_quad	fSkin_fibro_leg_R_quad-DS19943	Fibroblasts_Fetal_Skin_Quadriceps_Right	ROADMAP	ChromatinAccessibility		
DS19287	fThymus	fThymus-DS19287	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19287	fThymus	fThymus-DS19287	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19287	fThymus	fThymus-DS19287	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19948	fSkin_fibro_leg_R_quad	fSkin_fibro_leg_R_quad-DS19948	Fibroblasts_Fetal_Skin_Quadriceps_Right	ROADMAP	ChromatinAccessibility		
DS19675	fThymus	fThymus-DS19675	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19675	fThymus	fThymus-DS19675	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19675	fThymus	fThymus-DS19675	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19444	fSkin_fibro_scalp	fSkin_fibro_scalp-DS19444	Fibroblasts_Fetal_Skin_Scalp	ROADMAP	ChromatinAccessibility		
DS20335	fThymus	fThymus-DS20335	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS20335	fThymus	fThymus-DS20335	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS20335	fThymus	fThymus-DS20335	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19449	fSkin_fibro_scalp	fSkin_fibro_scalp-DS19449	Fibroblasts_Fetal_Skin_Scalp	ROADMAP	ChromatinAccessibility		
DS20341	fThymus	fThymus-DS20341	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS20341	fThymus	fThymus-DS20341	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS20341	fThymus	fThymus-DS20341	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19696	fSkin_fibro_upper_back	fSkin_fibro_upper_back-DS19696	Fibroblasts_Fetal_Skin_Upper_Back	ROADMAP	ChromatinAccessibility		
DS19706	fSkin_fibro_upper_back	fSkin_fibro_upper_back-DS19706	Fibroblasts_Fetal_Skin_Upper_Back	ROADMAP	ChromatinAccessibility		
DS18501	fSpinal_cord	fSpinal_cord-DS18501	Fetal_Spinal_Cord	ROADMAP	ChromatinAccessibility		
DS19260	fSpinal_cord	fSpinal_cord-DS19260	Fetal_Spinal_Cord	ROADMAP	ChromatinAccessibility		
DS20351	fSpinal_cord	fSpinal_cord-DS20351	Fetal_Spinal_Cord	ROADMAP	ChromatinAccessibility		
DS20530	fSpinal_cord	fSpinal_cord-DS20530	Fetal_Spinal_Cord	ROADMAP	ChromatinAccessibility		
DS20956	fSpinal_cord	fSpinal_cord-DS20956	Fetal_Spinal_Cord	ROADMAP	ChromatinAccessibility		
DS17448	fSpleen	fSpleen-DS17448	Fetal_Spleen	ROADMAP	ChromatinAccessibility		
DS16530	fStomach	fStomach-DS16530	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS17172	fStomach	fStomach-DS17172	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS17325	fStomach	fStomach-DS17325	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS17659	fStomach	fStomach-DS17659	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS17750	fStomach	fStomach-DS17750	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS17878	fStomach	fStomach-DS17878	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS17963	fStomach	fStomach-DS17963	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS18389	fStomach	fStomach-DS18389	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS18821	fStomach	fStomach-DS18821	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS20260	Gastric_Mucosa	Gastric_Mucosa-DS20260	Gastric	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K27ac.STL001_VS_UCSD.Gastric.Input.STL001.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K27ac.STL002_VS_UCSD.Gastric.Input.STL002.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K27ac.STL003_VS_UCSD.Gastric.Input.STL003.fc.signal.bigwig	
DS20260	Gastric_Mucosa	Gastric_Mucosa-DS20260	Gastric	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K4me1.STL001_VS_UCSD.Gastric.Input.STL001.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K4me1.STL003_VS_UCSD.Gastric.Input.STL003.fc.signal.bigwig	
DS20260	Gastric_Mucosa	Gastric_Mucosa-DS20260	Gastric	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K4me3.STL003_VS_UCSD.Gastric.Input.STL003.fc.signal.bigwig	
DS19933	fStomach	fStomach-DS19933	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS20748	Gastric_Mucosa	Gastric_Mucosa-DS20748	Gastric	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K27ac.STL001_VS_UCSD.Gastric.Input.STL001.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K27ac.STL002_VS_UCSD.Gastric.Input.STL002.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K27ac.STL003_VS_UCSD.Gastric.Input.STL003.fc.signal.bigwig	
DS20748	Gastric_Mucosa	Gastric_Mucosa-DS20748	Gastric	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K4me1.STL001_VS_UCSD.Gastric.Input.STL001.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K4me1.STL003_VS_UCSD.Gastric.Input.STL003.fc.signal.bigwig	
DS20748	Gastric_Mucosa	Gastric_Mucosa-DS20748	Gastric	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.Gastric.H3K4me3.STL003_VS_UCSD.Gastric.Input.STL003.fc.signal.bigwig	
DS20079	fStomach	fStomach-DS20079	Fetal_Stomach	ROADMAP	ChromatinAccessibility		
DS18873	H1_P18	H1_P18-DS18873	H1	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1.H3K27ac.LL313_VS_UCSD.H1.Input.LL-H1-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1.H3K27ac.SAK270_VS_UCSD.H1.Input.LL-H1-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK147_VS_UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.AK149.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK310_VS_UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.AK149.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.AK313_VS_UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.AK149.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K27ac.SK340_VS_UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.SK344.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.AK316_VS_UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.AK315.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK447_VS_UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.SK457.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K27ac.SK449_VS_UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.SK457.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27ac.SK436_VS_UCSD.H1_Derived_Mesenchymal_Stem_Cells.Input.SK443.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K27ac.SK438_VS_UCSD.H1_Derived_Mesenchymal_Stem_Cells.Input.SK443.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK220_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK319_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.AK408_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK451_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.SK459.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K27ac.SK504_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.SK459.fc.signal.bigwig	
DS18873	H1_P18	H1_P18-DS18873	H1	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H1.H3K4me1.Solexa-10529_VS_BI.H1.Input.Solexa-10531.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/BI.H1.H3K4me1.Solexa-13061_VS_BI.H1.Input.Solexa-10531.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1.H3K4me1.LL228_VS_UCSD.H1.Input.LL-H1-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1.H3K4me1.LL311_VS_UCSD.H1.Input.LL-H1-I1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1.H3K4me1.YL131_VS_UCSD.H1.Input.YL154.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.H1.H3K4me1.H1EScd1-me1K4-D_VS_UCSF-UBC.H1.Input.TOTAL-H1EScd1.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me1.AK133_VS_UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.AK149.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.H3K4me1.AK163_VS_UCSD.H1_BMP4_Derived_Mesendoderm_Cultured_Cells.Input.AK149.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me1.AY258_VS_UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.AK315.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me1.AY64_VS_UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.AK315.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me1.LH1_VS_UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.AK315.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.H3K4me1.LH5_VS_UCSD.H1_BMP4_Derived_Trophoblast_Cultured_Cells.Input.AK315.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K4me1.SK461_VS_UCSD.H1_Derived_Mesenchymal_Stem_Cells.Input.SK443.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Mesenchymal_Stem_Cells.H3K4me1.SK465_VS_UCSD.H1_Derived_Mesenchymal_Stem_Cells.Input.SK443.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me1.AK198_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me1.AK242_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.H3K4me1.CY25_VS_UCSD.H1_Derived_Neuronal_Progenitor_Cultured_Cells.Input.AK222.fc.signal.bigwig	
